Row,OurBid,ExchangeBid,FairValue,ExchangeAsk,OurAsk,Position,Comment,Owner
No Publisher Yet,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,No Publisher Yet,No Publisher Yet
UEF0 NA,19.85931687,19.853,19.96310505,19.985,20.06693316,0,darren,DARREN
UEF0 GY,19.85931687,19.867,19.96310505,19.952,20.01701542,0,darren,DARREN
CBUSE SW,19.85931687,19.884,19.96310505,19.994,20.00703187,0,,DARREN
CBUSH SW,17.32545422,17.338,17.416,17.494,17.45432217,0,darren,DARREN
CBEU5F SW,14.25688289,14.324,14.30981921,14.34,14.38424458,0,,DARREN
CBEU5U SW,16.05458844,#VALUE!,16.22,#VALUE!,16.38547644,0,,DARREN
ECOEUA IM,107.8688042,108.07,108.323677,108.68,108.7787231,0,darren,DARREN
UB99 LN,9187.078189,9186,9225.819249,9270,9264.575071,0,,DARREN
ECOCHA SW,112.1587466,112.452,112.6317097,112.702,113.4428157,0,darren,DARREN
SB5 IM,11.44601784,11.462,11.477,11.518,11.50799364,0,darren,DARREN
UEFY GY,11.44601784,11.4635,11.477,11.552,11.50799364,0,,DARREN
HQLA1 IM,10.89044574,10.902,10.92540047,10.992,10.9603683,0,,DARREN
UIQL GY,10.89044574,10.901,10.92540047,10.9995,10.9603683,0,darren,DARREN
HQLA1 SW,10.89044574,10.91,10.92540047,10.97,10.9603683,0,,DARREN
EHYB LN,3489.640416,3492,3500.841007,3508,3512.045799,0,darren,DARREN
EHBA GY,41.63133222,41.671,41.76495502,41.861,41.89862794,0,darren,DARREN
PSFE IM,20.65677649,20.728,20.7230779,20.759,20.78940418,0,darren,DARREN
PSFE GY,20.65677649,20.727,20.7230779,20.754,20.78940418,0,darren,DARREN
PUIG LN,21.82817868,21.875,21.89823991,21.945,21.96832742,0,,DARREN
AT1P LN,1960.133473,1960.2,1966.424853,1968.6001,1972.718592,0,darren,DARREN
AT1 IM,23.01705411,23.02,23.09093123,23.11,23.16483607,0,,DARREN
AT1D IM,19.39873648,19.418,19.461,19.504,19.52328688,0,darren,DARREN
AT1D LN,1652.496134,1654,1657.8001,1661.6001,1663.106055,0,darren,DARREN
XAT1 IM,20.52412435,20.555,20.59,20.625,20.65590035,0,darren,DARREN
XAT1 SW,20.52412435,20.545,20.59,20.635,20.65590035,0,,DARREN
XAT1 GY,20.52013715,20.546,20.586,20.626,20.65188755,0,,DARREN
AT1S LN,4152.172899,4156.5,4165.5,4174.5,4178.832099,0,,DARREN
IGCB LN,3016.427156,3033.5,3033.716,3055.5,3051.011518,0,,DARREN
IGBC GY,35.59510563,#VALUE!,35.7452069,#VALUE!,35.93111772,0,darren,DARREN
JPST LN,100.5362317,100.66,100.657,100.71,100.7778085,0,,DARREN
JPST IM,88.73319581,88.915,89.018,89.12,89.30291101,0,darren,DARREN
JPTS LN,75.53057186,75.755,75.773,75.79,76.01551906,0,,DARREN
COCB LN,120.8122327,120.92,121.2,121.48,121.5879127,0,darren,DARREN
CCBO LN,101.5241411,101.62,101.85,102.08,102.1759811,0,darren,DARREN
CCBO IM,89.72202201,89.85,90.01,90.17,90.29808601,0,darren,DARREN
IQEC FP,25.17934437,25.225,25.2475,25.27,25.31568087,0,darren,DARREN
IQEC IM,25.17934437,25.225,25.2475,25.27,25.31568087,0,,DARREN
GBP5 LN,991.6657522,993,994.35,995.7,997.0352422,0,,DARREN
GBPC LN,984.0364034,983.7,986.7,989.7,989.3645834,0,,DARREN
USDC LN,9.875144247,9.906,9.901874357,9.928,9.928614369,0,,DARREN
USDG LN,743.4996104,745.5,745.5121203,747.2,747.5253758,0,,DARREN
USDC IM,8.730615029,8.751,8.754247119,8.774,8.777887963,0,,DARREN
USAB GY,8.730615029,8.7522,8.754247119,8.7758,8.777887963,0,darren,DARREN
AFLE SW,49.73537594,49.73,49.87,50.01,50.00467394,0,,DARREN
AFLT SW,111.5046809,111.54,111.862574,112.14,112.1646589,0,darren,DARREN
CBBB IM,16.16640715,16.208,16.21829596,16.248,16.26209347,0,,DARREN
CBBB SW,16.16640715,16.202,16.21829596,16.242,16.26209347,0,darren,DARREN
CBUS5A SW,16.95966589,16.95,17.0483,17.068,17.13696821,0,,DARREN
CBUS5AN MM,353.5323794,#VALUE!,355.38,#VALUE!,357.2283314,0,,DARREN
CBUSAC SW,15.04726045,15.034,15.1259,15.168,15.20456981,0,darren,DARREN
CBUSACN MM,297.2564868,#VALUE!,298.81,#VALUE!,300.3641108,0,,DARREN
EBBB FP,52.27649551,52.521,52.4706,52.589,52.66477795,0,darren,DARREN
EBBB IM,52.30272556,52.54,52.4706,52.59,52.6385374,0,,DARREN
ECOEUA SW,108.0312573,107.92,108.323677,108.84,108.6162051,0,,DARREN
EEX5 SW,110.3080023,110.54,110.6065848,110.72,110.9052779,0,darren,DARREN
EEXF LN,102.6405148,102.94,102.9183428,103.05,103.1962738,0,darren,DARREN
ERND SW,91.53367477,91.7,91.78143877,91.78,92.02929454,0,darren,DARREN
FLO5 LN,374.6522088,375.3999,375.6663201,375.8501,376.680807,0,darren,DARREN
FLOA LN,5.317719388,5.325,5.326773305,5.329,5.333166498,78587,,DARREN
FLOE IM,4.571984297,4.579,4.579768529,4.5845,4.58755551,0,,DARREN
FLOE SW,4.569694871,#VALUE!,4.579768529,#VALUE!,4.589845852,0,darren,DARREN
FLOS LN,475.6445622,476.55,476.4543917,476.8999,477.2645071,0,,DARREN
FLOS SW,5.815557857,5.801,5.828377958,5.869,5.84120272,0,darren,DARREN
FLOT SW,4.978460909,4.9875,4.989435672,4.994,5.000414426,0,,DARREN
FLTR IM,4.396697681,4.408,4.408598693,4.4175,4.427118334,0,,DARREN
ICOV SW,156.3328698,156.8,156.8346465,157.02,157.3366115,0,darren,DARREN
IEAA SW,5.342937699,5.367,5.3574,5.371,5.371867659,0,darren,DARREN
IEAH LN,5.350716643,5.375,5.3652,5.381,5.379688723,0,,DARREN
IEBC LN,114.2143161,114.47,114.4316975,114.56,114.6491566,0,,DARREN
OM3G GR,4.711977416,4.635,4.72,4.804,4.73274636,0,darren,DARREN
ERNA LN,5.277189705,5.29,5.294127737,5.295,5.311072122,0,darren,DARREN
ERNA SW,4.851064491,4.841,4.866634803,4.892,4.882210954,0,darren,DARREN
IS15 SW,105.2187384,105.34,105.4506878,105.5,105.6827215,0,darren,DARREN
IUCB IM,28.8917677,28.91,28.98450071,29.05,29.0772685,0,darren,DARREN
IUCB SW,32.67929838,32.7,32.78418811,32.86,32.88911718,0,darren,DARREN
JEST GY,99.1746763,99.266,99.264,99.312,99.39306504,0,darren,DARREN
JEST IM,99.1746763,99.265,99.264,99.305,99.39306504,0,,DARREN
JEST LN,99.1746763,99.245,99.264,99.32,99.39306504,0,darren,DARREN
JGST LN,100.4715083,100.555,100.562,100.625,100.6927527,0,darren,DARREN
JPPS GY,88.81977599,88.954,88.971,88.988,89.12227739,0,,DARREN
JPST SW,100.5088742,100.64,100.68,100.72,100.8511862,0,,DARREN
JSET LN,84.23722419,84.525,84.55,84.575,84.86289419,0,,DARREN
LCRP LN,28.49742189,28.61,28.66075668,28.71,28.75248829,0,,DARREN
LQDA SW,5.91351956,5.926,5.9325,5.939,5.95148756,0,,DARREN
HLQD LN,5.543208137,5.554,5.561,5.568,5.5621122,8816,,DARREN
LQDH NA,85.85728464,85.9,86.1760758,86.38,86.45189095,0,,DARREN
LQDH SW,89.10247916,89.35,89.56814394,89.55,89.85481574,0,,DARREN
LQDS LN,9572.067147,9578,9602.790314,9591,9633.525005,0,,DARREN
LQEE SW,5.026765746,5.003,5.0429,5.059,5.081737894,0,,DARREN
LQGH LN,5.429174148,5.447,5.4466,5.455,5.464032388,0,,DARREN
LUSC IM,33.48019345,33.57,33.65516666,33.755,33.76288338,0,,DARREN
LUSC SW,37.94535722,#VALUE!,38.06714926,#VALUE!,38.18898697,0,darren,DARREN
SDIA SW,5.12692746,5.143,5.153721658,5.149,5.180526165,0,darren,DARREN
SDIG SW,94.15733607,94.31,94.45954995,94.39,94.76187719,0,darren,DARREN
SLXX SW,153.6557857,153.84,154.14897,154.06,154.6423391,0,,DARREN
SUSE SW,4.990072035,4.9975,4.998568102,5.004,5.012066735,0,darren,DARREN
SXRR GY,4.551811006,4.5788,4.5779,4.5834,4.603999066,0,,DARREN
SYBN GY,33.48019345,33.6,33.65516666,33.7,33.74605243,0,darren,DARREN
UBBB FP,57.3622763,57.562,57.6331,57.597,57.90402744,0,,DARREN
UBBB IM,50.61075217,50.87,50.8497,50.98,51.08873935,0,,DARREN
UC82 LN,1373.591227,1374.5,1378,1381.5,1382.410427,0,,DARREN
UC85 LN,1735.928245,1735.5,1741.5,1747,1747.073845,0,darren,DARREN
UCRP FP,61.83817059,62.182,62.1926,62.229,62.54716623,0,,DARREN
UEF9 GY,16.04773003,15.982,16.09116814,16.099,16.13462234,0,darren,DARREN
XB4F SW,162.3079058,162.86,162.8288604,163.08,163.6757333,0,darren,DARREN
XBEC SW,168.6394252,169.18,169.0958995,169.32,169.552543,0,darren,DARREN
XDEP IM,16.65014385,16.698,16.69521258,16.714,16.71525017,0,darren,DARREN
XDEPEUR SW,16.65014385,16.684,16.69521258,16.72,16.71525017,0,darren,DARREN
XDEP SW,17.31232008,17.356,17.35918119,17.378,17.38001567,0,darren,DARREN
XDGE IM,14.48869343,14.58,14.6011,14.602,14.64053027,0,darren,DARREN
XDGU SW,15.99173093,16.018,16.03501746,16.034,16.0622818,0,darren,DARREN
BUOY LN,99.98820201,100.17,100.2588508,100.34,100.5295998,0,darren,DARREN
SWIM LN,75.28111729,75.39,75.48488875,75.52,75.68873569,0,,DARREN
FLOTH IM,91.95513774,91.98,92.1117,92.33,92.36044765,0,darren,DARREN
TTRX LN,100.5244163,100.58,100.7460173,101.24,100.9676988,0,darren,DARREN
TTRX IM,100.5244163,100.69,100.7460173,101.12,100.9676988,0,darren,DARREN
TABX GY,100.5244163,100.39,100.7460173,101.425,100.9676988,0,,DARREN
TABA GR,98.37561619,99.09,98.6419,99.25,98.90828245,0,,DARREN
TABC GY,9.876431004,9.9118,9.908131079,9.9276,9.939843043,0,darren,DARREN
JEST SW,99.1746763,99.25,99.264,99.32,99.39306504,0,,DARREN
OM3I GR,4.888310142,4.864,4.904,5.057,4.919695742,0,,DARREN
EFRN LN,4.98460108,5.002,5.0006,5.008,5.01660492,0,,DARREN
EFRN GY,4.98460108,5.0032,5.0006,5.0086,5.01660492,0,darren,DARREN
XYLD GY,17.75750429,17.8325,17.8145,17.86,17.95169837,0,,DARREN
USIG IM,96.35871272,96.76,96.66799229,96.91,97.21910619,0,,DARREN
USIH FP,94.13386576,94.56,94.6734,95.08,95.21314252,0,darren,DARREN
UHYG LN,77.20201176,78.21,77.6445,78.29,78.08715906,0,,DARREN
PJS1 IM,99.07578608,99.17,99.1948,99.21,99.29401067,0,darren,DARREN
PJS1 SW,98.97661112,99.17,99.1948,99.21,99.29401067,0,,DARREN
PJSR SW,97.32309149,97.36,97.44,97.53,97.55694749,0,,DARREN
PJSR GY,97.32309149,97.43,97.44,97.46,97.55694749,0,darren,DARREN
LDCE IM,104.4413875,105.01,105.04,105.16,105.6388435,0,,DARREN
LDCE SW,104.4413875,104.96,105.04,105.2,105.6388435,0,,DARREN
LDCU IM,92.11434345,92.25,92.41,92.58,92.70576745,0,,DARREN
LDCU SW,103.8845789,104.28,104.48,104.82,105.0756509,0,darren,DARREN
PSFE SW,20.65677649,20.73,20.7230779,20.75,20.78940418,0,,DARREN
PUIG IM,19.29805962,19.334,19.36,19.386,19.42196362,0,,DARREN
PUIG SW,21.83990115,21.88,21.91,21.94,21.98012515,0,darren,DARREN
VDUC LN,51.2327714,51.28,51.32,51.36,51.4072594,0,,DARREN
VUSC LN,38.42170162,38.59,38.6225,38.655,38.82337562,0,,DARREN
VUSC GY,45.10477474,45.317,45.3405,45.364,45.57631594,0,,DARREN
VUSC SW,46.90984116,47.115,47.155,47.195,47.40025316,0,,DARREN
VUSC IM,45.11173835,45.31,45.3475,45.385,45.58335235,0,darren,DARREN
VDUCN MM,1028.859587,#VALUE!,1039.46,#VALUE!,1050.064571,0,darren,DARREN
VDCA LN,53.83833518,53.89,53.93,53.97,54.02169718,455,darren,DARREN
VDCAN MM,1136.767471,#VALUE!,1149.06,#VALUE!,1161.357355,0,,DARREN
VSCA LN,40.33590621,40.555,40.5875,40.62,40.83919121,0,darren,DARREN
VSCA SW,49.24533396,49.51,49.5525,49.595,49.85978496,0,,DARREN
VAGY GR,47.80680673,47.17,48.105,49.04,48.40330873,0,darren,DARREN
VECPN MM,1287.903153,#VALUE!,1301.83,#VALUE!,1315.762315,0,darren,DARREN
VECAN MM,1266.949734,#VALUE!,1280.65,#VALUE!,1294.355644,0,,DARREN
VECP LN,45.97399711,46.2,46.2375,46.275,46.50110461,0,,DARREN
VECP NA,53.85333618,54.27,54.162,54.32,54.47078298,0,darren,DARREN
VECP SW,56.02687838,56.39,56.348,56.5,56.66924558,0,darren,DARREN
VECP IM,54.11608305,54.27,54.23537919,54.31,54.40896495,0,darren,DARREN
VECP GY,54.11608305,54.26,54.23537919,54.34,54.40896495,0,,DARREN
VECA LN,45.12386967,45.345,45.3825,45.42,45.64123017,0,darren,DARREN
VECA GY,52.86032767,53.264,53.1633,53.306,53.46638929,0,,DARREN
VECA SW,54.99389897,55.35,55.3091,55.46,55.62442271,0,darren,DARREN
VDCP LN,56.42002504,56.695,56.7434,56.795,57.0668998,0,,DARREN
VUCP IM,49.85197026,50.13,50.1377,50.19,50.42354004,0,,DARREN
VUCP LN,42.46162848,42.67,42.705,42.74,42.94846548,0,,DARREN
VUCP NA,49.85197026,50.12,50.1377,50.193,50.42354004,0,,DARREN
VUCP SW,51.86403797,52.09,52.1613,52.19,52.45867679,0,,DARREN
VDCPN MM,946.3268168,#VALUE!,956.56,#VALUE!,966.7972008,0,,DARREN
VDPA LN,59.8862581,60.18,60.2295,60.28,60.5728744,0,darren,DARREN
VCPA LN,45.06918311,45.29,45.3275,45.365,45.58591661,0,darren,DARREN
VCPA SW,55.0504747,55.29,55.366,55.4,55.6816471,0,,DARREN
VDPAN MM,1265.554818,#VALUE!,1279.24,#VALUE!,1292.930554,0,,DARREN
VUCE GY,52.92963046,53.182,53.233,53.284,53.53648666,0,,DARREN
VAGU LN,26.69250043,26.875,26.832,26.905,26.97155323,-300,,DARREN
VAGP LN,25.61821483,25.795,25.7521,25.825,25.88603667,0,darren,DARREN
VAGS LN,26.2812497,26.455,26.4186,26.49,26.55600314,0,,DARREN
VAGE GY,25.05535643,25.244,25.1863,25.305,25.31729395,0,,DARREN
VAGF GY,25.70645368,25.909,25.8408,25.93,25.975198,0,darren,DARREN
JR15 LN,102.5481658,103.17,103.0841,103.32,103.6202404,0,,DARREN
JR15 IM,102.5481658,103.17,103.0841,103.32,103.6202404,0,,DARREN
JER5 GR,102.5481658,102.74,103.0841,103.26,103.6202404,0,,DARREN
JR15 SW,102.5481658,103.16,103.0841,103.32,103.6202404,0,,DARREN
JRUB LN,123.8603845,124.61,124.5077,124.815,125.1552645,0,,DARREN
JRBU LN,93.01000723,93.805,93.5431,93.985,94.07639857,0,darren,DARREN
JRUB IM,108.8826881,110.15,110.0601,110.52,111.2379742,0,,DARREN
JRUB SW,123.9535523,124.6,124.664,124.82,125.3747219,0,darren,DARREN
JRUB GY,109.7091948,110.095,110.338,110.58,110.967048,0,,DARREN
JREB LN,107.2343793,108.095,107.849,108.195,108.4638579,0,darren,DARREN
JREB IM,107.2343793,107.97,107.849,108.27,108.4638579,0,darren,DARREN
JREB GR,107.2343793,107.945,107.849,108.25,108.4638579,0,darren,DARREN
JREB SW,107.2343793,108.06,107.849,108.2,108.4638579,0,,DARREN
AGGUN MM,118.411318,#VALUE!,119.09,#VALUE!,119.768944,0,,DARREN
IBCXN MM,3328.204297,#VALUE!,3347.280112,#VALUE!,3366.36329,0,darren,DARREN
GAAAN MM,113.3503254,#VALUE!,114,#VALUE!,114.6499254,0,,DARREN
CRPAN MM,119.4453911,#VALUE!,120.13,#VALUE!,120.8148731,0,darren,DARREN
CRPSN MM,2315.876407,#VALUE!,2329.15,#VALUE!,2342.428717,0,,DARREN
IUAGN MM,2237.515537,#VALUE!,2250.34,#VALUE!,2263.169413,0,darren,DARREN
IUAAN MM,122.2990353,#VALUE!,123,#VALUE!,123.7012353,0,darren,DARREN
HLQDN MM,117.8047943,#VALUE!,118.48,118.48,119.1554663,0,darren,DARREN
LQDHN MM,2052.876903,#VALUE!,2063.605589,#VALUE!,2074.338401,0,,DARREN
LQDEN MM,2684.846374,#VALUE!,2700.234742,#VALUE!,2715.629051,0,,DARREN
LQDAN MM,136.8158314,#VALUE!,137.6,#VALUE!,138.3844714,0,,DARREN
FLOAN MM,116.3332287,#VALUE!,117,117,117.6670287,0,,DARREN
FRMXNXN MM,617.7044119,#VALUE!,618.446424,617.7,619.1886834,0,darren,DARREN
FRMXNX IX,617.7044119,616.5,618.446424,619,619.1886834,0,,DARREN
SDIGN MM,2163.898633,#VALUE!,2176.301156,#VALUE!,2188.708466,0,darren,DARREN
SDIAN MM,118.2224008,#VALUE!,118.9,#VALUE!,119.5778608,0,darren,DARREN
SDMXXN MM,647.566041,#VALUE!,649.3188773,648,651.0723629,0,darren,DARREN
ERNDN MM,2106.776268,#VALUE!,2114.598803,#VALUE!,2122.424299,0,darren,DARREN
ERNAN MM,110.9838888,#VALUE!,111.62,#VALUE!,112.2563568,0,,DARREN
IU0E GY,5.086247847,5.1116,5.1154,5.1192,5.144563407,0,,DARREN
SGSU LN,4.901108982,4.925,4.9292,4.9325,4.957301862,0,darren,DARREN
EFRN SW,4.981746801,5.004,5.0103,5.008,5.038864221,0,darren,DARREN
LQCSX IX,52.58858518,52.83,52.89,52.95,53.19153118,0,darren,DARREN
36B7 GY,5.172553182,5.1986,5.2022,5.2058,5.231858262,0,darren,DARREN
CORC SW,5.356300026,5.382,5.387,5.392,5.417711826,0,darren,DARREN
IECH SW,5.009288942,5.035,5.038,5.041,5.066722142,0,,DARREN
IX5A NA,5.002925415,5.0293,5.0316,5.0339,5.060285655,0,darren,DARREN
SUOE SW,5.228895333,5.247,5.245678356,5.254,5.262467674,0,,DARREN
SUOA NA,5.198730546,5.2279,5.2259,5.2422,5.253079906,22878,darren,DARREN
SNAV GY,4.469383445,4.494,4.495,4.5009,4.520626445,0,,DARREN
IAT1 SW,26.03444645,26.04,26.1180084,26.16,26.2016017,0,,DARREN
AT1D SW,21.94954921,21.98,22.02,22.07,22.09047721,0,,DARREN
AT1S SW,41.526713,41.56,41.66,41.75,41.793337,0,darren,DARREN
MIST LN,100.1161778,100.64,100.69,100.7,101.2640438,0,,DARREN
UBBBN MM,1218.207765,#VALUE!,1225.19,#VALUE!,1232.174931,0,darren,DARREN
UCRP IM,54.31300923,54.92,54.8726,54.96,55.43241027,0,,DARREN
UCRP GY,54.31300923,54.932,54.8726,55.048,55.43241027,0,darren,DARREN
AFRHG FP,51.08719052,51.36,51.38,51.402,51.67292252,0,,DARREN
AFRHU FP,52.3400099,52.66,52.64,52.71,52.9401059,0,darren,DARREN
AFLTN MM,2344.091217,#VALUE!,2368.242554,#VALUE!,2392.403365,0,,DARREN
PR1P GY,18.23274672,18.396,18.4206,18.4805,18.60852696,0,,DARREN
ETFUSC IM,18.23274672,18.41,18.4206,18.484,18.60852696,0,darren,DARREN
PRIP LN,1560.655106,1566.4001,1569.6001,1572.6001,1578.548547,0,,DARREN
PRUC LN,20.72869218,20.825,20.8475,20.905,20.96635368,0,darren,DARREN
JGSA LN,101.7987152,101.91,101.921,101.985,102.145267,0,darren,DARREN
JPSA LN,104.1222169,104.72,104.719,104.77,105.3160135,0,,DARREN
JPAS LN,78.24244843,78.815,78.6909,78.85,79.13952469,0,,DARREN
JPSA IM,92.05687019,92.52,92.5845,92.64,93.11233349,0,darren,DARREN
JPPA GY,92.05687019,92.504,92.5845,92.662,93.11233349,0,,DARREN
JPSA SW,104.1222169,104.7,104.719,104.78,105.3160135,0,darren,DARREN
J15R LN,87.11409999,87.86,87.6134,87.97,88.11289275,0,darren,DARREN
JER5 GY,102.5114491,103.17,103.099,103.315,103.6867777,0,,DARREN
JRBE LN,91.08344942,92.015,91.6055,92.14,92.12775212,0,,DARREN
JREB GY,107.2343793,108.095,107.849,108.195,108.4638579,0,,DARREN
ALQD GY,107.0362123,106.385,107.0362123,107.455,108.427683,0,X USD ASIACORP BOND,DARREN
ALQD LN,121.0686597,120.41,121.0686597,121.53,122.6425523,0,X USD ASIACORP BOND,DARREN
XBCT GY,198.9153043,200.75,200.4259988,200.96,201.1959358,0,darren,DARREN
XYLE GY,19.69968997,19.764,19.8126,19.903,19.92555361,0,darren,DARREN
D3V3 GY,324.2681365,325.53,326.1267,328.6799,327.9859809,0,darren,DARREN
FLOA SW,4.866706164,4.874,4.8946,4.924,4.922504604,0,darren,DARREN
WTDI GY,89.47914459,89.774,89.992,90.21,90.50505339,0,darren,DARREN
ETFL53 GY,959.8200304,965.66,965.3213,967.14,970.8246933,0,darren,DARREN
SRIC IM,10.80092007,10.844,10.83558745,10.858,10.87026783,0,darren,DARREN
CLIM FP,54.83350261,54.988,55.0095,55.031,55.18556341,0,,DARREN
CLIM IM,54.83898501,54.98,55.015,55.05,55.19108101,0,darren,DARREN
CLIM LN,46.62837246,46.77,46.825,46.88,47.02170246,0,darren,DARREN
KLMH GY,53.60983184,54.112,53.9171,54.156,54.22448678,0,,DARREN
XCO2 GY,20.25739346,20.405,20.3735,20.446,20.48965136,0,darren,DARREN
TABD GY,103.831881,104.23,104.427,104.365,105.0223488,0,darren,DARREN
LCVB GY,134.945699,135.215,135.2431798,135.415,135.5407689,0,,DARREN
UIMC GY,14.70397484,14.743,14.73638901,14.7545,14.76881496,0,darren,DARREN
CBSEUA SW,15.27089474,15.32,15.31990926,15.424,15.36894216,0,darren,DARREN
PRAE GY,22.65977614,22.875,22.7782,22.91,22.89666942,0,,DARREN
PRAU GY,25.19512597,25.38,25.3268,25.435,25.45852469,0,,DARREN
